0.546053, 3, 2, 6, -1.063656, 0.785398, -0.000000, -0.000000, 0.785398
0.535173, 3, 2, 6, 1.063914, 0.785398, 0.000000, -0.000000, 0.785398
0.524294, 3, 2, 6, -1.064164, 0.785398, 0.000000, -0.000000, 0.785398
0.513415, 3, 2, 6, -1.064407, 0.785398, -0.000000, -0.000000, 0.785398
0.502535, 3, 2, 6, -1.064643, 0.785398, -0.000000, -0.000000, 0.785398
0.491656, 3, 2, 6, 1.064872, 0.785398, -0.000000, 0.000000, 0.785398
0.480777, 3, 3, 9, 1.065095, 0.785398, 0.000001, -0.000001, 0.785398
0.469897, 3, 3, 9, 1.065311, 0.785398, -0.000000, 0.000000, 0.785398
0.459018, 3, 3, 9, -1.065520, 0.785398, 0.000000, -0.000000, 0.785398
0.448139, 3, 3, 9, -1.065723, 0.785398, -0.000000, 0.000000, 0.785398
0.437259, 3, 3, 9, -1.065920, 0.785398, 0.000000, 0.000000, 0.785398
0.426380, 3, 3, 9, -1.066110, 0.785398, -0.000000, 0.000000, 0.785398
0.415501, 3, 3, 9, -1.066295, 0.785398, 0.000000, -0.000000, 0.785398
0.404621, 3, 4, 12, -1.066474, 0.785398, -0.000000, -0.000000, 0.785398
0.393742, 3, 4, 12, -1.066646, 0.785398, -0.000000, -0.000000, 0.785398
0.382863, 3, 4, 12, -1.066813, 0.785398, 0.000000, -0.000000, 0.785398
0.371983, 3, 4, 12, 1.066974, 0.785398, 0.000000, 0.000000, 0.785398
0.361104, 3, 4, 12, -1.067130, 0.785398, -0.000000, 0.000000, 0.785398
0.350225, 3, 5, 15, -1.067280, 0.785398, 0.000000, -0.000000, 0.785398
0.339345, 3, 5, 15, 1.067425, 0.785398, 0.000000, 0.000000, 0.785398
0.328466, 3, 5, 15, -1.067564, 0.785398, -0.000000, -0.000000, 0.785398
0.317587, 3, 6, 18, 1.067698, 0.785398, 0.000000, -0.000000, 0.785398
0.306707, 3, 6, 18, 1.067827, 0.785396, -0.000000, 0.000000, 0.785397
0.295828, 3, 7, 21, -1.067951, 0.785398, -0.000000, -0.000000, 0.785398
0.284949, 3, 7, 21, -1.068070, 0.785398, -0.000000, -0.000000, 0.785398
0.274069, 3, 8, 24, -1.068184, 0.785398, 0.000000, 0.000000, 0.785398
0.263190, 3, 8, 24, -1.068293, 0.785398, 0.000000, 0.000000, 0.785398
0.252311, 3, 9, 27, -1.068396, 0.785400, -0.000001, 0.000001, 0.785396
0.241431, 3, 10, 30, -1.068496, 0.785398, -0.000000, -0.000000, 3.926991
0.230552, 3, 11, 33, -1.068590, 0.785398, -0.000000, -0.000000, 0.785398
0.219673, 3, 12, 36, 1.068680, 0.785398, -0.000000, -0.000000, 0.785398
0.208793, 3, 13, 39, -1.068765, 0.785398, -0.000000, -0.000000, 0.785398
0.197914, 3, 15, 45, -1.068845, 0.785400, -0.000000, 0.000000, 0.785398
0.187035, 3, 17, 51, 1.068922, 2.356198, -0.000007, 0.000004, -0.785399
0.176155, 3, 19, 57, -1.068993, 0.785398, -0.000000, -0.000000, 0.785398
0.165276, 3, 22, 66, -1.069061, -0.785398, -0.000007, 0.000006, 2.356194
0.154397, 3, 25, 75, 1.069123, -0.785398, 0.000000, -0.000000, -0.785398
0.143517, 3, 30, 90, 1.069181, 2.356195, 3.141591, 3.141594, 2.356194
0.132638, 3, 35, 105, 1.069234, 0.785400, 0.000004, -0.000004, 0.785398
0.121759, 3, 43, 129, 1.069284, 0.785398, 0.000000, -0.000000, 0.785398
0.110879, 3, 53, 159, 1.069329, 0.785398, 0.000000, 0.000000, 0.785398
0.100000, 3, 67, 201, -1.069370, 0.785397, -0.000002, 0.000001, 0.785397
0.785398, 3, 2, 6, 1.055848, 0.785398, 0.000000, -0.000000, 0.785398
0.774519, 3, 2, 6, 1.056304, 0.785398, 0.000000, -0.000000, 0.785398
0.763639, 3, 2, 6, 1.056750, -0.785398, -3.141593, -3.141592, 2.356195
0.752760, 3, 2, 6, -1.057185, 0.785398, -0.000000, -0.000000, 0.785398
0.741881, 3, 2, 6, -1.057610, 0.785398, -0.000000, -0.000000, 0.785398
0.731001, 3, 2, 6, -1.058024, 0.785398, -0.000000, -0.000000, 0.785398
0.720122, 3, 3, 9, -1.058428, 0.785398, -0.000000, -0.000000, 0.785398
0.709243, 3, 3, 9, 1.058823, 0.785398, -0.000000, -0.000000, 0.785398
0.698363, 3, 3, 9, -1.059208, 0.785398, -0.000001, 0.000002, -2.356194
0.687484, 3, 3, 9, -1.059582, 0.785398, -0.000000, -0.000000, 0.785398
0.676605, 3, 3, 9, 1.059947, 0.785398, -0.000000, 0.000000, 0.785398
0.665725, 3, 3, 9, 1.060303, 0.785398, 0.000000, -0.000000, 0.785398
0.654846, 3, 3, 9, -1.060650, 0.785398, -0.000000, 0.000000, -2.356195
0.643967, 3, 3, 9, 1.060989, 0.785398, 0.000000, -0.000000, 0.785398
0.633087, 3, 3, 9, 1.061318, 0.785398, -0.000000, 0.000000, 0.785398
0.622208, 3, 4, 12, 1.061639, 0.785398, -0.000000, -0.000000, 0.785398
0.611329, 3, 4, 12, 1.061951, 0.785398, -0.000000, -0.000000, 0.785398
0.600449, 3, 4, 12, -1.062255, 0.785398, -0.000000, 0.000000, 0.785398
0.589570, 3, 4, 12, -1.062551, 0.785398, -0.000000, -0.000000, 0.785398
0.578691, 3, 4, 12, 1.062839, 0.785398, -0.000000, 0.000000, 0.785398
0.567811, 3, 4, 12, -1.063119, -0.785399, 0.000000, -0.000000, -0.785398
0.556932, 3, 5, 15, -1.063391, -0.785398, 0.000001, -0.000001, -0.785398
0.546053, 3, 5, 15, -1.063656, 0.785398, -0.000000, -0.000000, 0.785398
0.535173, 3, 5, 15, 1.063914, 0.785398, -0.000000, 0.000000, 0.785398
0.524294, 3, 5, 15, 1.064164, 0.785398, 0.000000, 0.000000, 0.785398
0.513415, 3, 5, 15, -1.064407, 0.785398, 0.000000, -0.000000, 0.785398
0.502535, 3, 6, 18, -1.064643, 0.785398, -0.000000, -0.000000, 0.785398
0.491656, 3, 6, 18, -1.064872, -2.356195, -0.000001, 0.000000, 0.785399
0.480777, 3, 6, 18, -1.065095, 0.785398, -0.000000, -0.000000, 0.785398
0.469897, 3, 7, 21, -1.065311, 0.785398, 0.000000, -0.000000, 0.785398
0.459018, 3, 7, 21, -1.065520, 0.785398, -0.000000, -0.000000, 0.785398
0.448139, 3, 7, 21, 1.065723, 0.785398, -0.000000, -0.000000, 0.785398
0.437259, 3, 8, 24, -1.065920, 0.785398, 0.000000, -0.000000, 0.785398
0.426380, 3, 8, 24, 1.066110, 0.785398, 0.000000, 0.000000, 0.785398
0.415501, 3, 9, 27, 1.066295, 0.785398, -0.000000, 0.000000, 0.785398
0.404621, 3, 9, 27, -1.066474, -0.785398, 3.141592, 0.000001, 2.356193
0.393742, 3, 10, 30, 1.066646, -0.785398, -0.000000, 0.000000, -0.785398
0.382863, 3, 10, 30, 1.066813, 0.785398, -0.000000, 0.000000, 0.785398
0.371983, 3, 11, 33, -1.066974, 2.356194, -0.000000, 0.000000, -0.785398
0.361104, 3, 12, 36, -1.067130, -2.356194, -0.000000, 0.000001, 0.785398
0.350225, 3, 13, 39, 1.067280, 0.785398, -0.000000, 0.000000, 0.785398
0.339345, 3, 14, 42, 1.067425, -0.785398, -0.000000, -0.000000, 2.356195
0.328466, 3, 15, 45, -1.067564, 0.785398, -0.000000, 0.000000, 0.785398
0.317587, 3, 16, 48, -1.067698, 0.785398, -0.000000, 0.000000, 0.785398
0.306707, 3, 17, 51, 1.067827, 0.785398, 0.000001, -0.000000, 0.785398
0.295828, 3, 18, 54, 1.067951, 0.785398, -0.000000, 0.000000, 0.785398
0.284949, 3, 20, 60, 1.068070, 2.356194, -0.000000, 0.000001, -0.785398
0.274069, 3, 22, 66, -1.068184, 0.785398, 0.000000, 0.000000, 0.785398
0.263190, 3, 24, 72, 1.068293, 0.785398, -0.000000, -0.000000, 0.785398
0.252311, 3, 27, 81, -1.068397, 2.356194, -0.000000, 0.000000, -0.785398
0.241431, 3, 29, 87, -1.068495, 0.785399, -0.000000, 0.000000, 0.785398
0.230552, 3, 33, 99, 1.068590, 0.785398, -0.000000, -0.000000, 0.785398
0.219673, 3, 37, 111, -1.068680, 0.785398, 0.000001, 0.000000, 0.785398
0.208793, 3, 41, 123, 1.068765, 0.785398, 0.000000, 0.000000, 0.785398
0.197914, 3, 47, 141, 1.068846, 0.785398, 0.000000, -0.000000, 0.785398
0.187035, 3, 53, 159, 1.068922, 0.785398, 0.000000, 0.000000, 0.785398
0.176155, 3, 61, 183, 1.068993, 0.785398, 0.000000, -0.000000, 0.785398
0.165276, 3, 72, 216, 1.069060, 0.785398, 0.000000, -0.000000, 0.785398
0.154397, 3, 84, 252, -1.069123, 0.785398, -0.000000, -0.000000, 0.785398
0.143517, 3, 101, 303, 1.069181, 0.785398, -0.000000, -0.000000, 0.785398
0.132638, 3, 122, 366, 1.069235, 0.785398, -0.000000, -0.000000, 0.785398
0.121759, 3, 151, 453, 1.069284, 2.356195, 0.000003, -0.000003, -0.785397
0.110879, 3, 192, 576, -1.069329, 0.785398, 0.000000, 0.000000, 0.785398
0.100000, 3, 250, 750, -1.069370, 0.785398, -0.000000, 0.000000, 0.785398
