0.785398, 5, 1, 5, 1.573488, -1.567797, 3.933932, 2.352263, 1.571372, 2.357508, -3.931572
0.773328, 5, 1, 5, -1.545196, -0.791276, 0.768961, 1.557428, -0.776685, 0.805601, 0.003535
0.761259, 5, 1, 5, 1.504661, -0.008192, 0.825464, -0.753131, 1.560425, 0.755966, 2.325563
0.749189, 5, 1, 5, 1.485628, -0.822304, 0.740862, 1.549570, -0.740410, 0.837725, 0.000236
0.737119, 5, 1, 5, -1.456060, 1.574647, -0.851744, 0.720727, -1.536544, -0.721827, 2.393762
0.725049, 5, 1, 5, -0.837194, 0.077944, -0.638539, -0.326952, 0.202316, -0.194626, -0.687716
0.712979, 5, 1, 5, -0.830291, 2.447091, -0.182242, 0.187298, -0.291194, -0.662549, 0.073980
0.700909, 5, 1, 5, 0.788406, -0.010374, 0.768492, 0.044210, -0.043124, 0.060132, 0.754407
0.688840, 5, 1, 5, 1.304547, -1.586612, 0.888532, -0.595485, 1.546141, 0.608400, 0.701428
0.676770, 5, 1, 5, 0.777830, 0.749197, 0.074097, -0.077984, 0.112235, -0.812953, 1.522681
0.664700, 5, 1, 5, -1.255909, -0.700146, -0.551483, 1.593010, 0.547184, 0.682807, 0.000737
0.652630, 5, 1, 5, -1.167681, 0.872371, -0.457070, -1.529011, 0.413809, -0.894452, 0.035386
0.640560, 5, 1, 5, 7.467496, -1.575986, 0.694481, 0.454371, 1.576404, 2.687026, 0.874906
0.628491, 5, 1, 5, -1.104890, 0.007507, 0.849388, -0.295014, -1.562277, 0.284909, 2.292488
0.616421, 5, 1, 5, -1.054743, 0.007650, 0.803477, -0.085194, -1.556674, 0.066163, -0.799268
0.604351, 5, 1, 5, -1.050183, 2.337985, 0.072336, -1.550205, -0.100888, 0.801489, 0.018644
0.592281, 5, 1, 5, -1.056516, -3.895847, 3.036330, 1.524884, -6.112090, -7.091663, 1.526621
0.580211, 5, 1, 5, -11.777217, 0.480432, 0.599579, 2.563358, -5.707105, -3.727970, 1.082751
0.568142, 5, 1, 5, 68.319568, 5.202904, 47.720897, -63.443937, -15.100264, 74.809070, -138.726101
0.556072, 5, 1, 5, 0.629589, 0.785398, 0.000000, -0.000000, -0.000000, -0.000000, 0.785398
0.544002, 5, 1, 5, 0.630014, 0.758703, 0.054317, -0.062726, 0.062911, -0.057344, 0.812592
0.531932, 5, 1, 5, 0.629787, 0.785398, 0.000000, 0.000000, -0.000000, 0.000000, 0.785398
0.519862, 5, 1, 5, -0.630610, 0.785565, -0.000337, 0.000118, 0.000037, -0.000266, 0.785561
0.507792, 5, 1, 5, 1.086937, 0.550717, 0.629883, -1.163533, 1.163390, -0.630356, 1.020090
0.495723, 5, 1, 5, -1.091859, -0.989191, 0.575064, 1.909721, -1.908918, -0.575956, -0.582101
0.483653, 5, 1, 5, 1.088565, 0.957222, -0.515446, 1.293828, -1.293450, 0.515413, 0.612377
0.471583, 5, 1, 5, -1.075225, -2.213906, -0.441708, 1.337290, -1.334574, 0.439274, 0.644675
0.459513, 5, 1, 5, 1.062872, -0.703667, -0.272105, 1.450042, -1.454069, 0.277483, -0.867518
0.447443, 5, 1, 5, 1.046621, 0.789510, -0.019879, 1.569545, -1.559377, 0.009941, 0.781501
0.435374, 5, 1, 5, 1.045926, -0.785476, 0.000323, 1.571157, -1.570950, -0.000444, -0.785317
0.423304, 5, 3, 15, 1.045301, -0.785462, 0.000063, 1.570877, -1.570785, -0.000142, -0.785412
0.411234, 5, 3, 15, -1.044698, 0.785387, 0.000055, 1.570848, -1.570802, -0.000101, 0.785413
0.399164, 5, 4, 20, 1.044121, -2.356207, -0.000092, -1.570754, 1.570859, -0.000048, -2.356228
0.387094, 5, 4, 20, -1.043583, -0.785393, -0.000011, -1.570791, 1.570790, 0.000016, -0.785402
0.375025, 5, 4, 20, 1.043074, -0.785402, 0.000016, -1.570795, 1.570786, -0.000007, -0.785388
0.362955, 5, 4, 20, -1.042587, 2.356197, -0.000007, -1.570802, 1.570802, 0.000008, -0.785403
0.350885, 5, 4, 20, -1.042121, -0.785392, -0.000034, 1.570825, -1.570794, -0.000013, -0.785396
0.338815, 5, 6, 30, -1.041686, 0.785392, 3.141614, 1.570814, -1.570807, -0.000026, -2.356188
0.326745, 5, 8, 40, -1.041274, -0.785396, -0.000005, -1.570800, 1.570803, 0.000004, -0.785403
0.314675, 5, 6, 30, 1.040879, -0.785398, -0.000001, 1.570797, -1.570796, -0.000001, 2.356198
0.302606, 5, 6, 30, 1.040507, -2.356193, -0.000002, -1.570801, 1.570795, 0.000007, -2.356195
0.290536, 5, 7, 35, 1.040157, -0.785397, 0.000001, -1.570784, -1.570799, -0.000007, 2.356192
0.278466, 5, 8, 40, 1.039825, 0.785398, -0.000001, 1.570798, -1.570796, -0.000001, 0.785399
0.266396, 5, 8, 40, -1.039512, -0.785399, -0.000007, -1.570792, 1.570772, 0.000029, -3.926996
0.254326, 5, 8, 40, -1.039217, -0.785396, -0.000003, -1.570794, 1.570800, -0.000002, -0.785399
0.242257, 5, 9, 45, 1.038939, -0.785398, 0.000001, 1.570795, -1.570797, 0.000002, -0.785396
0.230187, 5, 12, 60, 1.038679, 0.785398, -0.000001, -1.570798, 1.570799, 0.000001, -2.356195
0.218117, 5, 16, 80, 1.038433, 0.785399, -0.000002, 1.570792, -1.570794, 0.000002, 0.785398
0.206047, 5, 20, 100, 1.038204, -0.785398, -0.000002, -1.570798, 1.570798, 0.000003, -0.785399
0.193977, 5, 20, 100, -1.037991, 0.785397, 0.000002, -1.570785, 1.570794, -0.000010, -2.356193
0.181908, 5, 21, 105, 1.037792, -0.785397, -0.000005, 1.570793, 1.570802, 0.000003, -0.785399
0.169838, 5, 26, 130, 1.037607, 0.785394, -0.000003, 1.570802, -1.570787, -0.000020, -2.356190
0.157768, 5, 25, 125, -1.037438, -0.785401, 0.000013, 1.570801, -1.570808, -0.000007, -0.785399
0.145698, 5, 29, 145, -1.037282, 0.785399, -0.000005, 1.570789, -1.570795, 0.000012, 0.785397
0.133628, 5, 39, 195, -1.037139, 0.785397, 0.000010, 1.570796, -1.570798, -0.000007, 0.785400
0.121558, 5, 41, 205, -1.037010, 2.356196, -0.000003, -1.570792, 1.570793, 0.000002, -0.785399
0.109489, 5, 53, 265, -1.036891, 0.785407, -0.000045, 1.570797, -1.570789, 0.000025, 0.785393
0.097419, 5, 68, 340, -1.036787, -0.785397, -0.000009, 1.570798, -1.570789, 0.000000, 2.356194
0.085349, 5, 80, 400, -1.036697, 0.785397, -0.000004, -1.570794, -1.570796, 0.000003, 0.785394
0.073279, 5, 97, 485, -1.036612, -0.785395, -0.000018, 1.570795, -1.570775, -0.000001, 2.356195
0.061209, 5, 165, 825, 1.036552, 0.785399, 0.000005, 1.570793, -1.570783, -0.000013, 0.785410
0.049140, 5, 264, 1320, -1.036497, 0.785398, -0.000003, -1.570799, 1.570797, 0.000001, 0.785398
0.037070, 5, 529, 2645, 1.036455, 2.356206, -0.000023, -1.570783, 1.570806, 0.000009, -0.785403
0.025000, 5, 1239, 6195, 1.036417, -7.068604, 0.000050, 1.570805, -1.570830, -3.141618, 5.497792
