0.785398, 4, 1, 4, -1.558221, 0.778016, 0.778160, 1.564196, -0.780351, -0.771653
0.773328, 4, 1, 4, -1.540011, -0.798935, 0.770095, 1.557185, -0.774193, 0.808153
0.761259, 4, 1, 4, -1.512272, -0.751408, -0.757451, -1.579790, 0.751713, -2.381486
0.749189, 4, 1, 4, -1.485819, 0.830987, -0.737049, -1.586015, 0.738920, -0.816691
0.737119, 4, 1, 4, 1.482352, 0.825229, 2.403563, 7.849593, 0.740396, -3.965524
0.725049, 4, 1, 4, -1.424463, 2.285175, 0.706249, -1.556261, -0.702806, 0.844254
0.712979, 4, 1, 4, 1.393502, -0.708489, -0.674979, -1.585600, 0.676010, 0.715139
0.700909, 4, 1, 4, -0.783246, 0.785398, -0.000000, -0.000000, -0.000000, 0.785398
0.688840, 4, 1, 4, -1.311559, 0.694297, 0.615161, -1.571555, -0.614449, -0.692804
0.676770, 4, 1, 4, -1.276926, 0.874926, -0.584555, -1.562728, 0.581525, -0.886516
0.664700, 4, 1, 4, 5.017327, 2.266552, 0.563048, -1.576487, -3.706838, -5.398632
0.652630, 4, 1, 4, 1.230035, -0.881859, 0.527305, 1.566382, -0.523694, -2.258247
0.640560, 4, 1, 4, 1.137580, -0.696591, -0.391132, 1.568918, 0.391944, 0.697597
0.628491, 4, 1, 4, 1.146434, -0.700829, -0.395492, -1.575237, 0.398000, 0.700118
0.616421, 4, 1, 4, 1.059301, -0.758772, -0.118017, -1.559619, 0.110710, 0.753530
0.604351, 4, 1, 4, -1.046117, 0.790646, -0.019158, 1.571668, 0.017823, 2.351252
0.592281, 4, 1, 4, 1.047531, -0.784308, -0.005140, -1.570673, 0.004858, 0.784169
0.580211, 4, 1, 4, -1.047246, -0.785317, -0.000309, 1.570841, 0.000261, 0.785315
0.568142, 4, 1, 4, 1.047217, -0.785343, -0.000093, -1.570751, 0.000064, 0.785376
0.556072, 4, 1, 4, 1.047216, 2.356205, -3.141600, -4.712438, 0.000029, -2.356194
0.544002, 4, 1, 4, -1.047198, 2.356192, -0.000010, 1.570800, 0.000010, 0.785396
0.531932, 4, 1, 4, -1.047194, -0.785395, -0.000012, -1.570797, 0.000005, 0.785396
0.519862, 4, 3, 12, 1.047198, 0.785401, -0.000004, 1.570793, 0.000009, -0.785397
0.507792, 4, 3, 12, -1.047192, 2.356195, -3.141581, 4.712362, -3.141583, -2.356206
0.495723, 4, 3, 12, -1.047197, 2.356193, 0.000006, 1.570794, -0.000005, 0.785400
0.483653, 4, 3, 12, -1.047202, -0.785399, -0.000011, 1.570786, 0.000019, 0.785395
0.471583, 4, 3, 12, -1.047196, 0.785399, 0.000000, -1.570797, -0.000004, -0.785397
0.459513, 4, 4, 16, -1.047198, 0.785398, -0.000002, -1.570795, 0.000001, -0.785399
0.447443, 4, 4, 16, 1.047199, -0.785401, 0.000005, -1.570798, -0.000002, -2.356193
0.435374, 4, 5, 20, -1.047198, 0.785398, -0.000001, -1.570794, -0.000001, -0.785398
0.423304, 4, 4, 16, 1.047197, 0.785398, 0.000001, 1.570796, -0.000001, -0.785398
0.411234, 4, 5, 20, -1.047198, 0.785398, -0.000002, -1.570797, 0.000002, -0.785399
0.399164, 4, 6, 24, 1.047198, -0.785396, -0.000007, -1.570797, 0.000010, 0.785396
0.387094, 4, 5, 20, -5.235987, 0.785398, -0.000005, -1.570795, 0.000003, -0.785399
