0.785398, 4, 1, 4, 1.572991, -3.931216, -3.930526, 1.582011, 2.364428, 2.357439
0.773328, 4, 1, 4, 1.531294, 0.757135, 0.769297, -1.556940, -0.768548, -0.767043
0.761259, 4, 1, 4, 1.516083, -2.320637, -0.759260, -1.583946, 0.759869, -0.808215
0.749189, 4, 1, 4, 1.482652, -0.834950, 0.739836, -1.554073, -0.740241, -2.320595
0.737119, 4, 1, 4, -1.453632, 0.831064, -0.719894, 1.589041, 0.718703, 2.295878
0.725049, 4, 1, 4, 1.429853, 0.849240, -0.710044, 1.570764, 0.711098, -0.852022
0.712979, 4, 1, 4, 1.396001, -2.416007, 0.682307, -1.599973, -0.681102, -0.701788
0.700909, 4, 1, 4, 0.783507, 0.785398, 0.000000, -0.000000, 0.000000, 0.785398
0.688840, 4, 1, 4, -1.350441, 2.434456, -0.644866, -1.562313, 0.647026, 0.701962
0.676770, 4, 1, 4, -1.277988, 0.879542, -0.584158, 1.579142, 0.583187, -0.886523
0.664700, 4, 1, 4, -1.267598, 0.686008, 3.701266, -1.567220, 2.579793, -0.693664
0.652630, 4, 1, 4, -1.197091, -0.686408, -0.479442, 1.575635, 0.477600, 0.688521
0.640560, 4, 1, 4, -1.154271, -0.871620, 0.406591, 1.579252, -0.418791, 0.866972
0.628491, 4, 1, 4, -1.103607, -0.710780, -0.321155, -1.560345, 0.316204, -2.431809
0.616421, 4, 3, 12, 5.492584, 0.785398, -0.000000, 0.000000, 0.000000, 0.785398
0.604351, 4, 1, 4, 1.048147, 3.932175, -0.024475, -7.857801, -3.112079, 5.490309
0.592281, 4, 1, 4, -1.047088, 2.356797, -0.002019, -1.570572, 0.001829, 0.784948
0.580211, 4, 1, 4, 1.047244, 0.785313, 0.000451, -1.570850, -0.000445, -0.785323
0.568142, 4, 2, 8, -1.047200, 0.785407, -0.000054, 1.570812, 0.000048, -0.785424
0.556072, 4, 4, 16, 1.047196, -0.785398, -0.000029, 1.570785, 0.000037, 0.785385
0.544002, 4, 3, 12, 1.047192, 0.785427, -0.000160, 1.570767, 0.000187, -0.785419
0.531932, 4, 3, 12, -1.047210, 0.785407, -0.000015, 1.570796, 0.000020, -0.785412
0.519862, 4, 3, 12, -1.047197, 0.785402, -0.000007, 1.570798, 0.000008, -0.785395
0.507792, 4, 3, 12, -1.047147, 0.785370, 0.000104, -1.570769, -0.000114, -0.785349
0.495723, 4, 4, 16, -1.047200, -0.785390, -0.000017, 1.570795, 0.000017, 0.785395
0.483653, 4, 4, 16, 1.047193, -0.785400, 0.000005, 1.570794, -0.000003, 0.785398
0.471583, 4, 4, 16, 1.047198, 0.785399, 0.000003, -1.570798, -3.141594, -0.785399
0.459513, 4, 4, 16, 1.047198, 0.785399, 0.000001, 1.570794, 0.000000, -0.785397
0.447443, 4, 5, 20, -11.519176, -2.356194, -0.000002, -1.570806, 0.000006, -3.926994
0.435374, 4, 6, 24, 5.235987, 18.064159, -9.424781, -51.836279, -6.283182, 29.059731
0.423304, 4, 6, 24, 1.047199, -0.785397, -0.000005, -1.570799, 0.000005, 0.785395
0.411234, 4, 7, 28, -1.047197, 0.785397, 3.141594, -1.570796, 3.141591, -0.785396
0.399164, 4, 6, 24, 1.047195, 0.785396, 0.000007, 1.570807, -0.000016, -0.785393
0.387094, 4, 7, 28, 1.047198, 0.785398, 0.000000, 1.570797, -0.000000, -0.785398
0.375025, 4, 7, 28, -1.047197, -0.785398, -0.000001, -1.570795, 0.000002, 0.785397
0.362955, 4, 6, 24, 1.047198, -0.785398, 0.000001, -1.570796, -0.000000, 0.785398
0.350885, 4, 8, 32, 1.047198, 0.785399, -0.000004, -1.570799, 0.000006, -0.785397
0.338815, 4, 8, 32, -1.047199, -0.785400, 0.000007, 1.570796, -0.000008, 0.785398
0.326745, 4, 8, 32, -1.047197, -0.785398, -0.000001, 1.570797, 0.000000, -2.356195
0.314675, 4, 10, 40, -1.047197, 0.785398, -0.000000, -1.570795, -0.000000, -0.785398
0.302606, 4, 9, 36, -1.047198, -2.356195, 0.000001, -1.570797, -0.000001, -0.785398
0.290536, 4, 8, 32, 1.047198, -0.785398, -0.000001, -1.570796, 0.000001, 0.785398
0.278466, 4, 11, 44, -1.047197, 0.785399, 3.141593, -1.570798, -3.141591, 2.356195
0.266396, 4, 12, 48, -1.047198, -0.785398, 0.000001, -1.570797, 0.000000, 0.785398
0.254326, 4, 15, 60, -1.047196, -0.785397, -0.000007, 1.570799, 0.000005, -2.356195
0.242257, 4, 14, 56, 1.047199, 0.785400, 3.141587, -1.570793, -3.141586, -0.785395
0.230187, 4, 18, 72, 1.047199, -0.785397, 0.000006, -1.570800, -0.000001, 0.785396
0.218117, 4, 19, 76, 1.047197, -0.785397, -0.000003, 1.570799, 0.000001, 0.785399
0.206047, 4, 20, 80, 13.613570, 13.351770, -56.548663, 36.128313, -3.141590, -13.351773
0.193977, 4, 19, 76, -1.047196, 2.356195, -0.000001, 1.570797, -0.000002, 0.785397
0.181908, 4, 24, 96, 1.047198, 2.356194, -0.000006, 1.570796, 0.000006, 0.785396
0.169838, 4, 25, 100, 1.047196, -0.785398, 0.000000, 1.570795, -0.000000, 0.785399
0.157768, 4, 29, 116, 1.047196, 0.785399, 0.000003, 1.570795, -0.000002, -0.785397
0.145698, 4, 35, 140, -1.047197, -0.785399, 0.000002, -1.570798, -0.000000, 0.785399
0.133628, 4, 43, 172, -1.047197, 0.785397, 0.000007, -1.570797, -0.000007, -0.785399
0.121558, 4, 50, 200, -1.047197, -0.785397, -0.000002, 1.570796, 0.000004, 0.785397
0.109489, 4, 62, 248, 1.047183, -0.785403, -0.000007, -1.570789, 0.000012, 0.785399
0.097419, 4, 83, 332, 1.047198, -0.785396, -0.000005, 1.570793, 0.000008, 0.785398
0.085349, 4, 90, 360, 1.047200, 0.785396, 0.000009, -1.570801, -0.000008, -0.785396
0.073279, 4, 133, 532, 1.047196, -0.785399, 0.000005, 1.570797, -0.000008, -2.356195
0.061209, 4, 190, 760, -1.047197, -0.785404, 0.000028, -1.570792, -0.000030, 0.785390
0.049140, 4, 262, 1048, -1.047201, 0.785411, 0.000026, -1.570803, -0.000024, -0.785378
0.037070, 4, 487, 1948, 1.047175, 0.785404, 0.000035, -1.570714, -0.000107, -0.785371
0.025000, 4, 982, 3928, 1.047162, 2.356247, -0.000184, 1.570843, 0.000156, 0.785372
